1, 377021674
2, 388284424
3, 381998602
4, 384800742
5, 383374952
6, 384310657
7, 382172146
8, 381174229
9, 378692013
10, 379439384
11, 394066413
12, 382414499
13, 381545947
14, 382903750
15, 383181114
16, 380629621
17, 378255771
18, 380567474
19, 381499295
20, 379507600
21, 378481083
22, 392733223
23, 389256769
24, 394086240
25, 394041895
26, 391082705
27, 380270539
28, 380018179
29, 391921532
30, 389780323
31, 390213554
32, 390641683
33, 387111251
34, 388309283
35, 389007855
36, 386093970
37, 385972879
38, 385514064
39, 381924325
40, 386208295
41, 386896060
42, 384446600
43, 387176233
44, 386445198
45, 386187398
46, 384080287
47, 385412972
48, 385336224
49, 384967154
50, 385846208
51, 385236388
52, 383159953
53, 385408538
54, 384858716
55, 384264388
56, 383947253
57, 384118174
58, 384618884
59, 384253949
60, 384526192
61, 383822001
62, 384526051
63, 384227481
64, 383900388
65, 384106972
66, 383609156
67, 383850284
68, 383092960
69, 382552050
70, 382600308
71, 382251741
72, 382464904
73, 382847969
74, 383604970
75, 383243427
76, 381805372
77, 382650680
78, 381255596
79, 382454074
80, 382227584
81, 382366805
82, 383716333
83, 383049126
84, 382319464
85, 382859686
86, 381982367
87, 382351981
88, 381796387
89, 382046831
90, 382095106
91, 381677689
92, 382682541
93, 382530562
94, 380952571
95, 381368969
96, 381234903
97, 380507086
98, 382303760
99, 382191161
