1, 326019921
2, 333302052
3, 331517297
4, 325495664
5, 319258591
6, 318164483
7, 318399682
8, 319966509
9, 319070212
10, 318040331
11, 316555201
12, 316374675
13, 316188669
14, 315685400
15, 330630059
16, 324763794
17, 328382143
18, 327154506
19, 329081813
20, 329807719
21, 331284803
22, 374467388
23, 345730901
24, 341729637
25, 345462104
26, 340678895
27, 331462660
28, 334422170
29, 343500366
30, 342275321
31, 339361637
32, 341185803
33, 339057952
34, 337650411
35, 337180115
36, 340539184
37, 339203708
38, 343641415
39, 339294194
40, 340433455
41, 342598287
42, 339981863
43, 340580279
44, 338232672
45, 334976628
46, 337421962
47, 340652306
48, 335648880
49, 338869318
50, 342086562
51, 338175277
52, 339760088
53, 336526826
54, 336758065
55, 349775016
56, 335387900
57, 333860118
58, 342280752
59, 335946621
60, 338959117
61, 337471994
62, 337685966
63, 337506072
64, 335195653
65, 340103981
66, 337283948
67, 336504943
68, 339155048
69, 335372636
70, 333238970
71, 334643278
72, 335061145
73, 331847223
74, 333634882
75, 335190439
76, 335857989
77, 334833999
78, 336815573
79, 333751058
80, 333705532
81, 331720386
82, 331845870
83, 331755652
84, 334662488
85, 335622678
86, 335019561
87, 349208279
88, 331712412
89, 336361451
90, 351098695
91, 350385397
92, 350400904
93, 347703509
94, 343856965
95, 345029949
96, 351255369
97, 348672508
98, 348540976
99, 343523332
